Tiempo serie 1,Datos serie 1,Tiempo serie 2,Datos serie 2,Tiempo serie 3,Datos serie 3,Tiempo serie 4,Datos serie 4,Tiempo serie 5,Datos serie 5,
86.250473,0.104105,885.373901,0.106499,2152.990234,0.307963,3303.722168,0.189123,4504.766113,0.205269,
86.266777,0.104101,885.390198,0.106514,2153.006592,0.307875,3303.738281,0.189007,4504.782227,0.205404,
86.283073,0.104096,885.406494,0.106529,2153.022705,0.307786,3303.754639,0.188892,4504.798340,0.205539,
86.299377,0.104092,885.422852,0.106544,2153.039062,0.307696,3303.770752,0.188776,4504.814941,0.205675,
86.315674,0.104088,885.439148,0.106559,2153.055176,0.307605,3303.787109,0.188661,4504.831055,0.205810,
86.331978,0.104084,885.455505,0.106574,2153.071533,0.307513,3303.803223,0.188546,4504.847168,0.205946,
86.348274,0.104080,885.471802,0.106589,2153.087646,0.307420,3303.819580,0.188431,4504.863281,0.206082,
86.364578,0.104076,885.488098,0.106604,2153.104004,0.307326,3303.835693,0.188317,4504.879883,0.206218,
86.380875,0.104072,885.504456,0.106619,2153.120117,0.307231,3303.852051,0.188202,4504.895996,0.206355,
86.397171,0.104068,885.520752,0.106634,2153.136475,0.307135,3303.868164,0.188087,4504.912109,0.206491,
86.413475,0.104064,885.537048,0.106650,2153.152588,0.307038,3303.884521,0.187973,4504.928223,0.206628,
86.429771,0.104061,885.553406,0.106665,2153.168945,0.306941,3303.900635,0.187859,4504.944824,0.206765,
86.446075,0.104057,885.569702,0.106680,2153.185303,0.306842,3303.916992,0.187745,4504.960938,0.206902,
86.462372,0.104053,885.586060,0.106696,2153.201416,0.306743,3303.933350,0.187631,4504.977051,0.207039,
86.478676,0.104049,885.602356,0.106711,2153.217773,0.306643,3303.949463,0.187517,4504.993652,0.207176,
86.494972,0.104046,885.618652,0.106726,2153.233887,0.306541,3303.965820,0.187403,4505.009766,0.207314,
86.511276,0.104042,885.635010,0.106742,2153.250244,0.306439,3303.981934,0.187290,4505.025879,0.207452,
86.527573,0.104039,885.651306,0.106757,2153.266357,0.306336,3303.998291,0.187176,4505.041992,0.207589,
86.543877,0.104035,885.667664,0.106773,2153.282715,0.306232,3304.014404,0.187063,4505.058594,0.207727,
86.560173,0.104032,885.683960,0.106789,2153.298828,0.306127,3304.030762,0.186950,4505.074707,0.207866,
86.576477,0.104028,885.700256,0.106804,2153.315186,0.306022,3304.046875,0.186837,4505.090820,0.208004,
86.592773,0.104025,885.716614,0.106820,2153.331299,0.305915,3304.063232,0.186724,4505.106934,0.208143,
86.609070,0.104021,885.732910,0.106836,2153.347656,0.305808,3304.079346,0.186611,4505.123535,0.208281,
86.625374,0.104018,885.749207,0.106851,2153.363770,0.305699,3304.095703,0.186499,4505.139648,0.208420,
86.641670,0.104015,885.765564,0.106867,2153.380127,0.305590,3304.111816,0.186386,4505.155762,0.208559,
86.657974,0.104012,885.781860,0.106883,2153.396240,0.305480,3304.128174,0.186274,4505.171875,0.208698,
86.674271,0.104008,885.798218,0.106899,2153.412598,0.305369,3304.144287,0.186162,4505.188477,0.208838,
86.690575,0.104005,885.814514,0.106915,2153.428711,0.305258,3304.160645,0.186050,4505.204590,0.208977,
86.706871,0.104002,885.830811,0.106931,2153.445068,0.305145,3304.176758,0.185938,4505.220703,0.209117,
86.723175,0.103999,885.847168,0.106947,2153.461182,0.305032,3304.193115,0.185826,4505.236816,0.209257,
86.739471,0.103996,885.863464,0.106963,2153.477539,0.304918,3304.209229,0.185714,4505.253418,0.209397,
86.755775,0.103993,885.879822,0.106979,2153.493652,0.304803,3304.225586,0.185603,4505.269531,0.209537,
86.772072,0.103990,885.896118,0.106995,2153.510010,0.304687,3304.241699,0.185491,4505.285645,0.209677,
86.788368,0.103987,885.912415,0.107012,2153.526123,0.304570,3304.258057,0.185380,4505.301758,0.209818,
86.804672,0.103984,885.928772,0.107028,2153.542480,0.304452,3304.274170,0.185269,4505.318359,0.209959,
86.820969,0.103982,885.945068,0.107044,2153.558594,0.304334,3304.290527,0.185158,4505.334473,0.210099,
86.837273,0.103979,885.961365,0.107061,2153.574951,0.304215,3304.306641,0.185047,4505.350586,0.210240,
86.853569,0.103976,885.977722,0.107077,2153.591309,0.304095,3304.322998,0.184936,4505.367188,0.210382,
86.869873,0.103973,885.994019,0.107093,2153.607422,0.303974,3304.339355,0.184825,4505.383301,0.210523,
86.886169,0.103971,886.010376,0.107110,2153.623779,0.303853,3304.355469,0.184715,4505.399414,0.210665,
86.902473,0.103968,886.026672,0.107126,2153.639893,0.303730,3304.371826,0.184605,4505.415527,0.210806,
86.918770,0.103966,886.042969,0.107143,2153.656250,0.303607,3304.387939,0.184494,4505.432129,0.210948,
86.935074,0.103963,886.059326,0.107159,2153.672363,0.303483,3304.404297,0.184384,4505.448242,0.211090,
86.951370,0.103961,886.075623,0.107176,2153.688721,0.303359,3304.420410,0.184274,4505.464355,0.211233,
86.967674,0.103958,886.091919,0.107193,2153.704834,0.303233,3304.436768,0.184164,4505.480469,0.211375,
86.983971,0.103956,886.108276,0.107209,2153.721191,0.303107,3304.452881,0.184055,4505.497070,0.211518,
87.000267,0.103953,886.124573,0.107226,2153.737305,0.302980,3304.469238,0.183945,4505.513184,0.211660,
87.016571,0.103951,886.140930,0.107243,2153.753662,0.302853,3304.485352,0.183836,4505.529297,0.211803,
87.032867,0.103949,886.157227,0.107260,2153.769775,0.302724,3304.501709,0.183726,4505.545410,0.211946,
87.049171,0.103947,886.173523,0.107277,2153.786133,0.302595,3304.517822,0.183617,4505.562012,0.212090,
87.065468,0.103944,886.189880,0.107294,2153.802246,0.302465,3304.534180,0.183508,4505.578125,0.212233,
87.081772,0.103942,886.206177,0.107311,2153.818604,0.302334,3304.550293,0.183399,4505.594238,0.212377,
87.098068,0.103940,886.222534,0.107328,2153.834717,0.302203,3304.566650,0.183290,4505.610352,0.212520,
87.114372,0.103938,886.238831,0.107345,2153.851074,0.302071,3304.582764,0.183182,4505.626953,0.212664,
87.130669,0.103936,886.255127,0.107362,2153.867188,0.301938,3304.599121,0.183073,4505.643066,0.212809,
87.146973,0.103934,886.271484,0.107379,2153.883545,0.301804,3304.615234,0.182965,4505.659180,0.212953,
87.163269,0.103932,886.287781,0.107396,2153.899658,0.301670,3304.631592,0.182856,4505.675293,0.213097,
87.179573,0.103930,886.304077,0.107413,2153.916016,0.301535,3304.647705,0.182748,4505.691895,0.213242,
87.195869,0.103928,886.320435,0.107431,2153.932129,0.301399,3304.664062,0.182640,4505.708008,0.213387,
87.212166,0.103927,886.336731,0.107448,2153.948486,0.301263,3304.680176,0.182532,4505.724121,0.213532,
87.228470,0.103925,886.353088,0.107465,2153.964600,0.301126,3304.696533,0.182424,4505.740234,0.213677,
87.244766,0.103923,886.369385,0.107483,2153.980957,0.300988,3304.712646,0.182317,4505.756836,0.213822,
87.261070,0.103921,886.385681,0.107500,2153.997314,0.300850,3304.729004,0.182209,4505.772949,0.213968,
87.277367,0.103920,886.402039,0.107518,2154.013428,0.300711,3304.745361,0.182102,4505.789062,0.214114,
87.293671,0.103918,886.418335,0.107535,2154.029785,0.300571,3304.761475,0.181994,4505.805664,0.214259,
87.309967,0.103917,886.434692,0.107553,2154.045898,0.300430,3304.777832,0.181887,4505.821777,0.214405,
87.326271,0.103915,886.450989,0.107570,2154.062256,0.300289,3304.793945,0.181780,4505.837891,0.214552,
87.342567,0.103914,886.467285,0.107588,2154.078369,0.300147,3304.810303,0.181673,4505.854004,0.214698,
87.358871,0.103912,886.483643,0.107606,2154.094727,0.300005,3304.826416,0.181566,4505.870605,0.214845,
87.375168,0.103911,886.499939,0.107624,2154.110840,0.299862,3304.842773,0.181460,4505.886719,0.214991,
87.391472,0.103910,886.516235,0.107641,2154.127197,0.299718,3304.858887,0.181353,4505.902832,0.215138,
87.407768,0.103908,886.532593,0.107659,2154.143311,0.299574,3304.875244,0.181247,4505.918945,0.215285,
87.424065,0.103907,886.548889,0.107677,2154.159668,0.299429,3304.891357,0.181140,4505.935547,0.215433,
87.440369,0.103906,886.565247,0.107695,2154.175781,0.299283,3304.907715,0.181034,4505.951660,0.215580,
87.456665,0.103905,886.581543,0.107713,2154.192139,0.299137,3304.923828,0.180928,4505.967773,0.215728,
87.472969,0.103903,886.597839,0.107731,2154.208252,0.298990,3304.940186,0.180822,4505.983887,0.215876,
87.489265,0.103902,886.614197,0.107749,2154.224609,0.298843,3304.956299,0.180717,4506.000488,0.216024,
87.505569,0.103901,886.630493,0.107767,2154.240723,0.298694,3304.972656,0.180611,4506.016602,0.216172,
87.521866,0.103900,886.646851,0.107785,2154.257080,0.298546,3304.988770,0.180505,4506.032715,0.216320,
87.538170,0.103899,886.663147,0.107803,2154.273193,0.298396,3305.005127,0.180400,4506.048828,0.216469,
87.554466,0.103898,886.679443,0.107822,2154.289551,0.298247,3305.021240,0.180295,4506.065430,0.216617,
87.570770,0.103898,886.695801,0.107840,2154.305664,0.298096,3305.037598,0.180189,4506.081543,0.216766,
87.587067,0.103897,886.712097,0.107858,2154.322021,0.297945,3305.053711,0.180084,4506.097656,0.216915,
87.603371,0.103896,886.728394,0.107876,2154.338135,0.297793,3305.070068,0.179979,4506.113770,0.217064,
87.619667,0.103895,886.744751,0.107895,2154.354492,0.297641,3305.086182,0.179875,4506.130371,0.217214,
87.635963,0.103894,886.761047,0.107913,2154.370605,0.297488,3305.102539,0.179770,4506.146484,0.217363,
87.652267,0.103894,886.777405,0.107932,2154.386963,0.297335,3305.118652,0.179665,4506.162598,0.217513,
87.668564,0.103893,886.793701,0.107950,2154.403320,0.297181,3305.135010,0.179561,4506.179199,0.217663,
87.684868,0.103892,886.809998,0.107969,2154.419434,0.297027,3305.151367,0.179457,4506.195312,0.217813,
87.701164,0.103892,886.826355,0.107987,2154.435791,0.296872,3305.167480,0.179352,4506.211426,0.217963,
87.717468,0.103891,886.842651,0.108006,2154.451904,0.296716,3305.183838,0.179248,4506.227539,0.218114,
87.733765,0.103891,886.859009,0.108025,2154.468262,0.296560,3305.199951,0.179144,4506.244141,0.218265,
87.750069,0.103891,886.875305,0.108043,2154.484375,0.296403,3305.216309,0.179040,4506.260254,0.218415,
87.766365,0.103890,886.891602,0.108062,2154.500732,0.296246,3305.232422,0.178937,4506.276367,0.218566,
87.782669,0.103890,886.907959,0.108081,2154.516846,0.296088,3305.248779,0.178833,4506.292480,0.218718,
87.798965,0.103889,886.924255,0.108100,2154.533203,0.295930,3305.264893,0.178730,4506.309082,0.218869,
87.815269,0.103889,886.940552,0.108119,2154.549316,0.295771,3305.281250,0.178626,4506.325195,0.219020,
87.831566,0.103889,886.956909,0.108138,2154.565674,0.295612,3305.297363,0.178523,4506.341309,0.219172,
87.847862,0.103889,886.973206,0.108157,2154.581787,0.295452,3305.313721,0.178420,4506.357422,0.219324,
87.864166,0.103889,886.989563,0.108176,2154.598145,0.295292,3305.329834,0.178317,4506.374023,0.219476,
87.880463,0.103889,887.005859,0.108195,2154.614258,0.295131,3305.346191,0.178214,4506.390137,0.219628,
87.896767,0.103889,887.022156,0.108214,2154.630615,0.294970,3305.362305,0.178111,4506.406250,0.219781,
87.913063,0.103889,887.038513,0.108233,2154.646729,0.294808,3305.378662,0.178009,4506.422363,0.219933,
87.929367,0.103889,887.054810,0.108252,2154.663086,0.294646,3305.394775,0.177906,4506.438965,0.220086,
87.945663,0.103889,887.071167,0.108271,2154.679199,0.294483,3305.411133,0.177804,4506.455078,0.220239,
87.961967,0.103889,887.087463,0.108291,2154.695557,0.294320,3305.427246,0.177701,4506.471191,0.220392,
87.978264,0.103889,887.103760,0.108310,2154.711670,0.294156,3305.443604,0.177599,4506.487305,0.220546,
87.994568,0.103889,887.120117,0.108329,2154.728027,0.293992,3305.459717,0.177497,4506.503906,0.220699,
88.010864,0.103889,887.136414,0.108349,2154.744141,0.293828,3305.476074,0.177395,4506.520020,0.220853,
88.027168,0.103890,887.152710,0.108368,2154.760498,0.293663,3305.492188,0.177293,4506.536133,0.221007,
88.043465,0.103890,887.169067,0.108388,2154.776611,0.293497,3305.508545,0.177192,4506.552246,0.221161,
88.059761,0.103890,887.185364,0.108407,2154.792969,0.293331,3305.524658,0.177090,4506.568848,0.221315,
88.076065,0.103891,887.201721,0.108427,2154.809326,0.293165,3305.541016,0.176989,4506.584961,0.221469,
88.092361,0.103891,887.218018,0.108447,2154.825439,0.292998,3305.557373,0.176887,4506.601074,0.221624,
88.108665,0.103892,887.234314,0.108466,2154.841797,0.292831,3305.573486,0.176786,4506.617676,0.221779,
88.124962,0.103892,887.250671,0.108486,2154.857910,0.292663,3305.589844,0.176685,4506.633789,0.221934,
88.141266,0.103893,887.266968,0.108506,2154.874268,0.292495,3305.605957,0.176584,4506.649902,0.222089,
88.157562,0.103893,887.283325,0.108526,2154.890381,0.292326,3305.622314,0.176483,4506.666016,0.222244,
88.173866,0.103894,887.299622,0.108545,2154.906738,0.292157,3305.638428,0.176382,4506.682617,0.222399,
88.190163,0.103895,887.315918,0.108565,2154.922852,0.291988,3305.654785,0.176282,4506.698730,0.222555,
88.206467,0.103896,887.332275,0.108585,2154.939209,0.291818,3305.670898,0.176181,4506.714844,0.222711,
88.222763,0.103896,887.348572,0.108605,2154.955322,0.291648,3305.687256,0.176081,4506.730957,0.222867,
88.239067,0.103897,887.364868,0.108625,2154.971680,0.291477,3305.703369,0.175980,4506.747559,0.223023,
88.255363,0.103898,887.381226,0.108645,2154.987793,0.291306,3305.719727,0.175880,4506.763672,0.223180,
88.271660,0.103899,887.397522,0.108665,2155.004150,0.291135,3305.735840,0.175780,4506.779785,0.223336,
88.287964,0.103900,887.413879,0.108686,2155.020264,0.290963,3305.752197,0.175680,4506.795898,0.223493,
88.304260,0.103901,887.430176,0.108706,2155.036621,0.290791,3305.768311,0.175580,4506.812500,0.223650,
88.320564,0.103902,887.446472,0.108726,2155.052734,0.290618,3305.784668,0.175480,4506.828613,0.223807,
88.336861,0.103903,887.462830,0.108746,2155.069092,0.290446,3305.800781,0.175381,4506.844727,0.223964,
88.353165,0.103904,887.479126,0.108767,2155.085205,0.290272,3305.817139,0.175281,4506.860840,0.224122,
88.369461,0.103905,887.495422,0.108787,2155.101562,0.290099,3305.833252,0.175182,4506.877441,0.224279,
88.385765,0.103906,887.511780,0.108807,2155.117676,0.289925,3305.849609,0.175083,4506.893555,0.224437,
88.402061,0.103908,887.528076,0.108828,2155.134033,0.289750,3305.865723,0.174984,4506.909668,0.224595,
88.418365,0.103909,887.544434,0.108848,2155.150146,0.289576,3305.882080,0.174885,4506.925781,0.224753,
88.434662,0.103910,887.560730,0.108869,2155.166504,0.289401,3305.898193,0.174786,4506.942383,0.224912,
88.450966,0.103912,887.577026,0.108889,2155.182617,0.289225,3305.914551,0.174687,4506.958496,0.225070,
88.467262,0.103913,887.593384,0.108910,2155.198975,0.289050,3305.930664,0.174588,4506.974609,0.225229,
88.483559,0.103915,887.609680,0.108931,2155.215332,0.288874,3305.947021,0.174489,4506.991211,0.225388,
88.499863,0.103916,887.626038,0.108951,2155.231445,0.288697,3305.963379,0.174391,4507.007324,0.225547,
88.516159,0.103918,887.642334,0.108972,2155.247803,0.288521,3305.979492,0.174293,4507.023438,0.225706,
88.532463,0.103919,887.658630,0.108993,2155.263916,0.288344,3305.995850,0.174194,4507.039551,0.225866,
88.548759,0.103921,887.674988,0.109014,2155.280273,0.288166,3306.011963,0.174096,4507.056152,0.226026,
88.565063,0.103922,887.691284,0.109035,2155.296387,0.287989,3306.028320,0.173998,4507.072266,0.226185,
88.581360,0.103924,887.707581,0.109056,2155.312744,0.287811,3306.044434,0.173900,4507.088379,0.226345,
88.597664,0.103926,887.723938,0.109076,2155.328857,0.287632,3306.060791,0.173803,4507.104492,0.226506,
88.613960,0.103928,887.740234,0.109097,2155.345215,0.287454,3306.076904,0.173705,4507.121094,0.226666,
88.630264,0.103930,887.756592,0.109119,2155.361328,0.287275,3306.093262,0.173607,4507.137207,0.226826,
88.646561,0.103931,887.772888,0.109140,2155.377686,0.287096,3306.109375,0.173510,4507.153320,0.226987,
88.662865,0.103933,887.789185,0.109161,2155.393799,0.286916,3306.125732,0.173412,4507.169434,0.227148,
88.679161,0.103935,887.805542,0.109182,2155.410156,0.286737,3306.141846,0.173315,4507.186035,0.227309,
88.695457,0.103937,887.821838,0.109203,2155.426270,0.286557,3306.158203,0.173218,4507.202148,0.227470,
88.711761,0.103939,887.838196,0.109224,2155.442627,0.286376,3306.174316,0.173121,4507.218262,0.227632,
88.728058,0.103941,887.854492,0.109246,2155.458740,0.286196,3306.190674,0.173024,4507.234375,0.227794,
88.744362,0.103944,887.870789,0.109267,2155.475098,0.286015,3306.206787,0.172927,4507.250977,0.227955,
88.760658,0.103946,887.887146,0.109289,2155.491211,0.285834,3306.223145,0.172831,4507.267090,0.228117,
88.776962,0.103948,887.903442,0.109310,2155.507568,0.285652,3306.239258,0.172734,4507.283203,0.228280,
88.793259,0.103950,887.919739,0.109331,2155.523682,0.285471,3306.255615,0.172638,4507.299316,0.228442,
88.809563,0.103952,887.936096,0.109353,2155.540039,0.285289,3306.271729,0.172541,4507.315918,0.228604,
88.825859,0.103955,887.952393,0.109375,2155.556152,0.285107,3306.288086,0.172445,4507.332031,0.228767,
88.842163,0.103957,887.968750,0.109396,2155.572510,0.284924,3306.304199,0.172349,4507.348145,0.228930,
88.858459,0.103960,887.985046,0.109418,2155.588623,0.284742,3306.320557,0.172253,4507.364258,0.229093,
88.874763,0.103962,888.001343,0.109439,2155.604980,0.284559,3306.336670,0.172157,4507.380859,0.229256,
88.891060,0.103964,888.017700,0.109461,2155.621338,0.284376,3306.353027,0.172061,4507.396973,0.229420,
88.907356,0.103967,888.033997,0.109483,2155.637451,0.284193,3306.369385,0.171965,4507.413086,0.229584,
88.923660,0.103970,888.050354,0.109505,2155.653809,0.284009,3306.385498,0.171870,4507.429688,0.229747,
88.939957,0.103972,888.066650,0.109527,2155.669922,0.283825,3306.401855,0.171774,4507.445801,0.229911,
88.956261,0.103975,888.082947,0.109549,2155.686279,0.283641,3306.417969,0.171679,4507.461914,0.230076,
88.972557,0.103978,888.099304,0.109571,2155.702393,0.283457,3306.434326,0.171584,4507.478027,0.230240,
88.988861,0.103980,888.115601,0.109593,2155.718750,0.283273,3306.450439,0.171489,4507.494629,0.230404,
89.005157,0.103983,888.131897,0.109615,2155.734863,0.283088,3306.466797,0.171393,4507.510742,0.230569,
89.021461,0.103986,888.148254,0.109637,2155.751221,0.282903,3306.482910,0.171299,4507.526855,0.230734,
89.037758,0.103989,888.164551,0.109659,2155.767334,0.282718,3306.499268,0.171204,4507.542969,0.230899,
89.054062,0.103992,888.180908,0.109681,2155.783691,0.282533,3306.515381,0.171109,4507.559570,0.231064,
89.070358,0.103995,888.197205,0.109703,2155.799805,0.282348,3306.531738,0.171014,4507.575684,0.231230,
89.086662,0.103998,888.213501,0.109726,2155.816162,0.282162,3306.547852,0.170920,4507.591797,0.231395,
89.102959,0.104001,888.229858,0.109748,2155.832275,0.281976,3306.564209,0.170825,4507.607910,0.231561,
89.119255,0.104004,888.246155,0.109770,2155.848633,0.281790,3306.580322,0.170731,4507.624512,0.231727,
89.135559,0.104007,888.262512,0.109793,2155.864746,0.281604,3306.596680,0.170637,4507.640625,0.231893,
89.151855,0.104010,888.278809,0.109815,2155.881104,0.281418,3306.612793,0.170543,4507.656738,0.232060,
89.168159,0.104013,888.295105,0.109838,2155.897217,0.281231,3306.629150,0.170449,4507.672852,0.232226,
89.184456,0.104017,888.311462,0.109860,2155.913574,0.281044,3306.645264,0.170355,4507.689453,0.232393,
89.200760,0.104020,888.327759,0.109883,2155.929688,0.280858,3306.661621,0.170261,4507.705566,0.232560,
89.217056,0.104023,888.344055,0.109905,2155.946045,0.280671,3306.677734,0.170168,4507.721680,0.232727,
89.233360,0.104027,888.360413,0.109928,2155.962158,0.280483,3306.694092,0.170074,4507.737793,0.232894,
89.249657,0.104030,888.376709,0.109951,2155.978516,0.280296,3306.710205,0.169981,4507.754395,0.233062,
89.265961,0.104034,888.393066,0.109973,2155.994629,0.280108,3306.726562,0.169887,4507.770508,0.233229,
89.282257,0.104037,888.409363,0.109996,2156.010986,0.279921,3306.742676,0.169794,4507.786621,0.233397,
89.298561,0.104041,888.425659,0.110019,2156.027100,0.279733,3306.759033,0.169701,4507.803223,0.233565,
89.314857,0.104044,888.442017,0.110042,2156.043457,0.279545,3306.775391,0.169608,4507.819336,0.233733,
89.331154,0.104048,888.458313,0.110065,2156.059814,0.279357,3306.791504,0.169515,4507.835449,0.233901,
89.347458,0.104051,888.474670,0.110088,2156.075928,0.279169,3306.807861,0.169422,4507.851562,0.234070,
89.363754,0.104055,888.490967,0.110111,2156.092285,0.278980,3306.823975,0.169329,4507.868164,0.234238,
89.380058,0.104059,888.507263,0.110134,2156.108398,0.278792,3306.840332,0.169237,4507.884277,0.234407,
89.396355,0.104063,888.523621,0.110157,2156.124756,0.278603,3306.856445,0.169144,4507.900391,0.234576,
89.412659,0.104067,888.539917,0.110180,2156.140869,0.278414,3306.872803,0.169052,4507.916504,0.234746,
89.428955,0.104070,888.556213,0.110203,2156.157227,0.278226,3306.888916,0.168960,4507.933105,0.234915,
89.445259,0.104074,888.572571,0.110226,2156.173340,0.278037,3306.905273,0.168867,4507.949219,0.235084,
89.461555,0.104078,888.588867,0.110250,2156.189697,0.277847,3306.921387,0.168775,4507.965332,0.235254,
89.477859,0.104082,888.605225,0.110273,2156.205811,0.277658,3306.937744,0.168683,4507.981445,0.235424,
89.494156,0.104086,888.621521,0.110296,2156.222168,0.277469,3306.953857,0.168591,4507.998047,0.235594,
89.510460,0.104090,888.637817,0.110320,2156.238281,0.277279,3306.970215,0.168500,4508.014160,0.235764,
89.526756,0.104095,888.654175,0.110343,2156.254639,0.277090,3306.986328,0.168408,4508.030273,0.235935,
89.543053,0.104099,888.670471,0.110367,2156.270752,0.276900,3307.002686,0.168316,4508.046387,0.236105,
89.559357,0.104103,888.686829,0.110390,2156.287109,0.276710,3307.018799,0.168225,4508.062988,0.236276,
89.575653,0.104107,888.703125,0.110414,2156.303223,0.276520,3307.035156,0.168134,4508.079102,0.236447,
89.591957,0.104112,888.719421,0.110437,2156.319580,0.276330,3307.051270,0.168042,4508.095215,0.236618,
89.608253,0.104116,888.735779,0.110461,2156.335693,0.276140,3307.067627,0.167951,4508.111328,0.236790,
89.624557,0.104120,888.752075,0.110485,2156.352051,0.275950,3307.083740,0.167860,4508.127930,0.236961,
89.640854,0.104125,888.768372,0.110508,2156.368164,0.275760,3307.100098,0.167769,4508.144043,0.237133,
89.657158,0.104129,888.784729,0.110532,2156.384521,0.275570,3307.116211,0.167678,4508.160156,0.237305,
89.673454,0.104134,888.801025,0.110556,2156.400635,0.275379,3307.132568,0.167588,4508.176270,0.237477,
89.689758,0.104138,888.817383,0.110580,2156.416992,0.275189,3307.148682,0.167497,4508.192871,0.237649,
89.706055,0.104143,888.833679,0.110604,2156.433105,0.274998,3307.165039,0.167406,4508.208984,0.237821,
89.722359,0.104147,888.849976,0.110628,2156.449463,0.274808,3307.181396,0.167316,4508.225098,0.237994,
89.738655,0.104152,888.866333,0.110652,2156.465820,0.274617,3307.197510,0.167226,4508.241699,0.238166,
89.754951,0.104157,888.882629,0.110676,2156.481934,0.274426,3307.213867,0.167135,4508.257812,0.238339,
89.771255,0.104162,888.898926,0.110700,2156.498291,0.274235,3307.229980,0.167045,4508.273926,0.238512,
89.787552,0.104166,888.915283,0.110724,2156.514404,0.274044,3307.246338,0.166955,4508.290039,0.238686,
89.803856,0.104171,888.931580,0.110748,2156.530762,0.273854,3307.262451,0.166865,4508.306641,0.238859,
89.820152,0.104176,888.947937,0.110773,2156.546875,0.273663,3307.278809,0.166775,4508.322754,0.239032,
89.836456,0.104181,888.964233,0.110797,2156.563232,0.273471,3307.294922,0.166686,4508.338867,0.239206,
89.852753,0.104186,888.980530,0.110821,2156.579346,0.273280,3307.311279,0.166596,4508.354980,0.239380,
89.869057,0.104191,888.996887,0.110846,2156.595703,0.273089,3307.327393,0.166506,4508.371582,0.239554,
89.885353,0.104196,889.013184,0.110870,2156.611816,0.272898,3307.343750,0.166417,4508.387695,0.239728,
89.901657,0.104201,889.029541,0.110894,2156.628174,0.272707,3307.359863,0.166328,4508.403809,0.239903,
89.917953,0.104206,889.045837,0.110919,2156.644287,0.272515,3307.376221,0.166238,4508.419922,0.240077,
89.934258,0.104211,889.062134,0.110943,2156.660645,0.272324,3307.392334,0.166149,4508.436523,0.240252,
89.950554,0.104217,889.078491,0.110968,2156.676758,0.272133,3307.408691,0.166060,4508.452637,0.240427,
89.966850,0.104222,889.094788,0.110993,2156.693115,0.271941,3307.424805,0.165971,4508.468750,0.240602,
89.983154,0.104227,889.111084,0.111017,2156.709229,0.271750,3307.441162,0.165883,4508.484863,0.240778,
89.999451,0.104233,889.127441,0.111042,2156.725586,0.271559,3307.457275,0.165794,4508.501465,0.240953,
90.015755,0.104238,889.143738,0.111067,2156.741699,0.271367,3307.473633,0.165705,4508.517578,0.241129,
90.032051,0.104243,889.160095,0.111092,2156.758057,0.271176,3307.489746,0.165617,4508.533691,0.241304,
90.048355,0.104249,889.176392,0.111116,2156.774170,0.270984,3307.506104,0.165528,4508.549805,0.241480,
90.064651,0.104254,889.192688,0.111141,2156.790527,0.270792,3307.522217,0.165440,4508.566406,0.241656,
90.080956,0.104260,889.209045,0.111166,2156.806641,0.270601,3307.538574,0.165352,4508.582520,0.241833,
90.097252,0.104265,889.225342,0.111191,2156.822998,0.270409,3307.554688,0.165263,4508.598633,0.242009,
90.113556,0.104271,889.241699,0.111216,2156.839111,0.270218,3307.571045,0.165175,4508.614746,0.242186,
90.129852,0.104277,889.257996,0.111241,2156.855469,0.270026,3307.587402,0.165087,4508.631348,0.242362,
90.146156,0.104283,889.274292,0.111266,2156.871826,0.269834,3307.603516,0.165000,4508.647461,0.242539,
90.162453,0.104288,889.290649,0.111292,2156.887939,0.269643,3307.619873,0.164912,4508.663574,0.242716,
90.178749,0.104294,889.306946,0.111317,2156.904297,0.269451,3307.635986,0.164824,4508.680176,0.242894,
90.195053,0.104300,889.323242,0.111342,2156.920410,0.269260,3307.652344,0.164737,4508.696289,0.243071,
90.211349,0.104306,889.339600,0.111367,2156.936768,0.269068,3307.668457,0.164649,4508.712402,0.243249,
90.227654,0.104312,889.355896,0.111393,2156.952881,0.268876,3307.684814,0.164562,4508.728516,0.243426,
90.243950,0.104318,889.372253,0.111418,2156.969238,0.268685,3307.700928,0.164475,4508.745117,0.243604,
90.260254,0.104324,889.388550,0.111443,2156.985352,0.268493,3307.717285,0.164387,4508.761230,0.243782,
90.276550,0.104330,889.404846,0.111469,2157.001709,0.268301,3307.733398,0.164300,4508.777344,0.243961,
90.292854,0.104336,889.421204,0.111494,2157.017822,0.268110,3307.749756,0.164213,4508.793457,0.244139,
90.309151,0.104342,889.437500,0.111520,2157.034180,0.267918,3307.765869,0.164126,4508.810059,0.244317,
90.325455,0.104348,889.453857,0.111545,2157.050293,0.267727,3307.782227,0.164040,4508.826172,0.244496,
90.341751,0.104354,889.470154,0.111571,2157.066650,0.267535,3307.798340,0.163953,4508.842285,0.244675,
90.358055,0.104361,889.486450,0.111597,2157.082764,0.267343,3307.814697,0.163866,4508.858398,0.244854,
90.374352,0.104367,889.502808,0.111622,2157.099121,0.267152,3307.830811,0.163780,4508.875000,0.245033,
90.390648,0.104373,889.519104,0.111648,2157.115234,0.266960,3307.847168,0.163693,4508.891113,0.245213,
90.406952,0.104380,889.535400,0.111674,2157.131592,0.266769,3307.863281,0.163607,4508.907227,0.245392,
90.423248,0.104386,889.551758,0.111700,2157.147705,0.266577,3307.879639,0.163521,4508.923340,0.245572,
